rosbagTimestamp,layout,dim,data_offset,data
1163000000,,[],0,"[1.162, 1.569999995900722, 2.065540105698942e-10, 4.0579175575317095e-07, -2.538946830554778e-11, 1.4825568838024868e-10, -4.482636484226532e-10, -2.059018816287072e-09, 0.0, 1.1]"
1182000000,,[],0,"[1.182, 1.569999995904496, 1.7292725553284387e-10, 4.060681568773816e-07, -2.2668089627586596e-11, 1.2531570720608907e-10, -2.608580018659268e-10, -2.055986353171821e-09, 0.0, 1.1]"
1203000000,,[],0,"[1.202, 1.5699999959076214, 1.41566869680291e-10, 4.063919867292043e-07, -2.0388135624216375e-11, 1.0400680731578924e-10, -6.465938895416912e-11, -2.0534190734496777e-09, 0.0, 1.1]"
1222000000,,[],0,"[1.222, 1.5699999959101447, 1.125608333005804e-10, 4.067052472578325e-07, -1.851674369390821e-11, 8.441652662175103e-11, 1.5480949855373183e-10, -2.0512863349651626e-09, 0.0, 1.1]"
1243000000,,[],0,"[1.242, 1.569999995912113, 8.59910020860661e-11, 4.0705643300498195e-07, -1.70192748782938e-11, 6.653738266761865e-11, 3.5855762803294056e-10, -2.0495568295374016e-09, 0.0, 1.1]"
1262000000,,[],0,"[1.262, 1.5699999959135758, 6.189746906300838e-11, 4.073873682841622e-07, -1.5861090219004836e-11, 5.0337025177778665e-11, 5.608846720406291e-10, -2.0481983606444702e-09, 0.0, 1.1]"
1283000000,,[],0,"[1.282, 1.569999995914582, 4.0241931764987505e-11, 4.07710842864617e-07, -1.5010215292932116e-11, 3.58315191246541e-11, 7.762679388179095e-10, -2.047177399551025e-09, 0.0, 1.1]"
1302000000,,[],0,"[1.302, 1.5699999959151816, 2.101018337896248e-11, 4.0803982415127393e-07, -1.4431122963287635e-11, 2.292997187030397e-11, 9.658052135819162e-10, -2.0464615277447466e-09, 0.0, 1.1]"
1322000000,,[],0,"[1.322, 1.5699999959154196, 4.108465797885118e-12, 4.083517524122726e-07, -1.4094503342221287e-11, 1.1611138350720774e-11, 1.1796785770457063e-09, -2.0460169944456867e-09, 0.0, 1.1]"
1343000000,,[],0,"[1.342, 1.5699999959153441, -1.0533237129999746e-11, 4.086776250744606e-07, -1.396838200662387e-11, 1.7693807097274876e-12, 1.361488699558322e-09, -2.0458138236863904e-09, 0.0, 1.1]"
1363000000,,[],0,"[1.362, 1.5699999959149995, -2.3063842137235833e-11, 4.089595329048734e-07, -1.4024337247064977e-11, -6.643552205318168e-12, 1.5438317291227577e-09, -2.0458200409353283e-09, 0.0, 1.1]"
1382000000,,[],0,"[1.3820000000000001, 1.569999995914424, -3.357145426421523e-11, 4.091934791006224e-07, -1.4233947354114207e-11, -1.3757664187609301e-11, 1.6706636074559356e-09, -2.0460063363046503e-09, 0.0, 1.1]"
1402000000,,[],0,"[1.4020000000000001, 1.5699999959136601, -4.21874942632113e-11, 4.094467875859209e-07, -1.4571455153600255e-11, -1.9640005813078287e-11, 1.8816947999766853e-09, -2.0463465086936056e-09, 0.0, 1.1]"
1422000000,,[],0,"[1.422, 1.5699999959127418, -4.905000267388015e-11, 4.097157280114061e-07, -1.5019097077129118e-11, -2.4415570932155952e-11, 1.9968027231698215e-09, -2.046812802309738e-09, 0.0, 1.1]"
1443000000,,[],0,"[1.442, 1.5699999959117026, -5.4386470455939055e-11, 4.0988998861735126e-07, -1.5546675058430992e-11, -2.8092197618879847e-11, 2.120437159192079e-09, -2.0473839010878153e-09, 0.0, 1.1]"
1463000000,,[],0,"[1.462, 1.5699999959105728, -5.820581859323667e-11, 4.1010919105133326e-07, -1.6141754599630076e-11, -3.094013888383707e-11, 2.2149393430481723e-09, -2.0480353799586654e-09, 0.0, 1.1]"
1482000000,,[],0,"[1.482, 1.5699999959093809, -6.074147541259784e-11, 4.102637340963611e-07, -1.6781243061814166e-11, -3.293125149729937e-11, 2.3142376903706463e-09, -2.0487490312646843e-09, 0.0, 1.1]"
1502000000,,[],0,"[1.502, 1.569999995908148, -6.214090003321862e-11, 4.104223627621195e-07, -1.745448230394686e-11, -3.412291603847395e-11, 2.4169111156879808e-09, -2.0495048711540592e-09, 0.0, 1.1]"
1522000000,,[],0,"[1.522, 1.5699999959068993, -6.256474031903577e-11, 4.105115358754574e-07, -1.8141932400794758e-11, -3.462229151762758e-11, 2.5213608978447155e-09, -2.0502895767878643e-09, 0.0, 1.1]"
1543000000,,[],0,"[1.542, 1.569999995905654, -6.205153673125989e-11, 4.1067194089805525e-07, -1.8836487925000256e-11, -3.461642888330899e-11, 2.5908164502652653e-09, -2.0518820806401765e-09, 0.0, 1.1]"
1563000000,,[],0,"[1.562, 1.5699999959044248, -6.078692978755554e-11, 4.1075933765455375e-07, -1.9525714378687553e-11, -3.4165876343253724e-11, 2.62403432316205e-09, -2.0518820806401765e-09, 0.0, 1.1]"
1585000000,,[],0,"[1.5819999999999999, 1.5699999959032258, -5.893453085484152e-11, 4.1084371460442526e-07, -2.0198953620820248e-11, -3.3193621970934296e-11, 2.7272406555312045e-09, -2.052669006720031e-09, 0.0, 1.1]"
1602000000,,[],0,"[1.6019999999999999, 1.569999995902073, -5.649249830944285e-11, 4.109238282978822e-07, -2.085087658088014e-11, -3.2020476430594865e-11, 2.7213786779611837e-09, -2.0534368370180717e-09, 0.0, 1.1]"
1623000000,,[],0,"[1.6219999999999999, 1.5699999959009734, -5.367432206919297e-11, 4.1096308578403296e-07, -2.1476154188349028e-11, -3.051223601386956e-11, 2.7128521651320625e-09, -2.054176245552472e-09, 0.0, 1.1]"
1644000000,,[],0,"[1.642, 1.5699999958999324, -5.05589638518024e-11, 4.110320084294017e-07, -2.206768101586931e-11, -2.8720103745154223e-11, 2.807887256039976e-09, -2.0548823473961336e-09, 0.0, 1.1]"
1663000000,,[],0,"[1.662, 1.5699999958989554, -4.719691328994177e-11, 4.110233042808886e-07, -2.262190434976219e-11, -2.6800745347751858e-11, 2.8281377240091388e-09, -2.055550701602748e-09, 0.0, 1.1]"
1683000000,,[],0,"[1.682, 1.5699999958980495, -4.363904407581044e-11, 4.110431994774899e-07, -2.3138824190027663e-11, -2.4848246343742005e-11, 2.808775434459676e-09, -2.056177755567056e-09, 0.0, 1.1]"
1702000000,,[],0,"[1.702, 1.5699999958972146, -4.001198759554315e-11, 4.110559892467336e-07, -2.361488782298693e-11, -2.2774869742824788e-11, 2.8210322966515378e-09, -2.0567599565753797e-09, 0.0, 1.1]"
1722000000,,[],0,"[1.722, 1.5699999958964543, -3.6369185727350033e-11, 4.1109702308972373e-07, -2.404831889180059e-11, -2.0643950308754403e-11, 2.829203538112779e-09, -2.0572964163408786e-09, 0.0, 1.1]"
1743000000,,[],0,"[1.742, 1.569999995895765, -3.269898876419408e-11, 4.1109524673288433e-07, -2.4439117396468646e-11, -1.8618653092552412e-11, 2.8329338874755194e-09, -2.0577849144175035e-09, 0.0, 1.1]"
