rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,position,velocity,effort
710742000000,,35536,,710,742000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[8.138677957210318e-15, -1.5834567408364378e-13]","[0.6519032097120636, 0.6119768715767826]"
710762000000,,35537,,710,762000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[7.716232980261445e-15, -1.5789113587535639e-13]","[0.6519032097120636, 0.6119768715767826]"
710782000000,,35538,,710,782000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[7.967266440773307e-15, -1.5812818312784319e-13]","[0.6519032097120636, 0.6119768715767826]"
710802000000,,35539,,710,802000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-7.790189120952112e-15, -1.4240368731216133e-13]","[0.651903209712037, 0.6119768715767826]"
710822000000,,35540,,710,822000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-7.324341328752981e-15, -1.429000011854073e-13]","[0.651903209712037, 0.6119768715767826]"
710842000000,,35541,,710,842000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-6.865588284520052e-15, -1.4338434140091089e-13]","[0.651903209712037, 0.6119768715767826]"
710862000000,,35542,,710,862000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-7.080104460609887e-15, -1.431846787945841e-13]","[0.651903209712037, 0.6119768715767826]"
710882000000,,35543,,710,882000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-6.631298971309513e-15, -1.4366264932232434e-13]","[0.651903209712037, 0.6119768715767826]"
710902000000,,35544,,710,902000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[8.627288065801014e-15, -1.588630147027724e-13]","[0.6519032097120636, 0.6119768715767826]"
710922000000,,35545,,710,922000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[8.199360244584564e-15, -1.5840136819399164e-13]","[0.6519032097120636, 0.6119768715767826]"
710942000000,,35546,,710,942000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[7.778588157706517e-15, -1.5794947950476326e-13]","[0.6519032097120636, 0.6119768715767826]"
710962000000,,35547,,710,962000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[8.030462721935003e-15, -1.5818801753523723e-13]","[0.6519032097120636, 0.6119768715767826]"
710982000000,,35548,,710,982000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-7.84015051231296e-15, -1.4235773746883867e-13]","[0.651903209712037, 0.6119768715767826]"
711002000000,,35549,,711,2000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-7.375908694581823e-15, -1.4285146958566142e-13]","[0.651903209712037, 0.6119768715767826]"
711022000000,,35550,,711,22000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-6.918761624816888e-15, -1.4333387856604526e-13]","[0.651903209712037, 0.6119768715767826]"
711044000000,,35551,,711,42000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-7.134483975823613e-15, -1.4313398556675683e-13]","[0.651903209712037, 0.6119768715767826]"
711062000000,,35552,,711,62000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[2.6888532362028678e-14, -1.771616639739508e-13]","[0.6519032097476174, 0.6119768715767826]"
711082000000,,35553,,711,82000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[8.670852664344197e-15, -1.5890180881175664e-13]","[0.6519032097120636, 0.6119768715767826]"
711102000000,,35554,,711,102000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[8.260244972833203e-15, -1.584578076933331e-13]","[0.6519032097120636, 0.6119768715767826]"
711122000000,,35555,,711,122000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[7.841451554919943e-15, -1.5800778925285225e-13]","[0.6519032097120636, 0.6119768715767826]"
711142000000,,35556,,711,142000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-8.36005933533765e-15, -1.4181234989476058e-13]","[0.6519032096942734, 0.6119768715767826]"
711162000000,,35557,,711,162000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-7.890369401689773e-15, -1.4231239748923805e-13]","[0.651903209712037, 0.6119768715767826]"
711182000000,,35558,,711,182000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-7.427692900845162e-15, -1.4280272114548104e-13]","[0.651903209712037, 0.6119768715767826]"
711202000000,,35559,,711,202000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-6.972321212137672e-15, -1.432834631650247e-13]","[0.651903209712037, 0.6119768715767826]"
711222000000,,35560,,711,222000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-7.189080331471837e-15, -1.4308372601979855e-13]","[0.651903209712037, 0.6119768715767826]"
711242000000,,35561,,711,242000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[9.178848815998703e-15, -1.5943680159750603e-13]","[0.6519032097120636, 0.6119768715767826]"
711262000000,,35562,,711,262000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[8.745940441052397e-15, -1.5897266819999215e-13]","[0.6519032097120636, 0.6119768715767826]"
711282000000,,35563,,711,282000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[7.65409464325087e-15, -1.5783290066616676e-13]","[0.6519032097120636, 0.6119768715767826]"
711302000000,,35564,,711,302000000,'',"[joint_1, joint_2]","[1.5482698930095982, -1.5903992290525597]","[7.90424041323401e-15, -1.580678676057351e-13]","[0.6519032097120636, 0.6119768715767826]"
711322000000,,35565,,711,322000000,'',"[joint_1, joint_2]","[1.548269893009599, -1.5903992290525597]","[-8.408740012882249e-15, -1.4176692182373343e-13]","[0.651903209712037, 0.6119768715767826]"
