j1_position,ee_position_x,j1_effort,time,j2_effort,j2_position,ee_position_z,ee_position_y,j1_velocity,j2_velocity
1.55170366925495,-0.0006325208495123922,-10.0,1.142,10.0,0.027928722699693154,1.0999954369555571,0.0,-0.830445519531663,1.2674204592732985
1.531060483212352,-0.002165766740060054,-10.0,1.162,10.0,0.05942886538154912,1.099946558920279,0.0,-1.2144773168441028,1.8529442729719507
1.5027479928261993,-0.004610440488267785,-10.0,1.182,10.0,0.10261689930226314,1.0997580133621487,0.0,-1.5974716062596837,2.436360829129361
1.4667842532272317,-0.00796095069708765,-10.0,1.202,10.0,0.15745339278330217,1.0992785408362928,0.0,-1.9796829545785721,3.0179213052049336
1.4231823959967809,-0.012205379617334117,-10.0,1.222,10.0,0.22390339866571463,1.0983018703950225,0.0,-2.3613493332171815,3.597823722763915
1.3719510072766479,-0.017320311512667497,-10.0,1.242,10.0,0.30193526845630725,1.0965680006448557,0.0,-2.742687635936627,4.176201364721473
1.3130946006228434,-0.023264330828998977,-10.0,1.262,10.0,0.3915192451551013,1.0937652474663384,0.0,-3.123888730426898,4.7531123356439595
1.2468683881777078,-0.02997026860398294,-10.0,1.282,0.37698657279125314,0.4921096581906026,1.0895335352757318,0.0,-3.4468843894948042,5.210281230475625
1.1767892772092328,-0.037340652793928716,-10.0,1.302,-9.656731129020017,0.596528637120084,1.083500703373101,0.0,-3.525890761881498,5.169909398821742
1.1063266348133745,-0.04530901718691142,-10.0,1.322,-10.0,0.6976847081535205,1.075771407925768,0.0,-3.521084904738359,4.956881808513776
1.0359299476975892,-0.05383881091354742,-10.0,1.342,-10.0,0.7946152377359761,1.0667899350121643,0.0,-3.519165962887858,4.747222760313059
0.9655416825656697,-0.06285835971433508,-10.0,1.362,-10.0,0.8873876118376893,1.0567480151691289,0.0,-3.5200864731533232,4.540880597471787
0.8951060285414485,-0.07228669615175444,-10.0,1.3820000000000001,-10.0,0.9760668431152535,1.045762963642439,0.0,-3.5237499444323843,4.337725614911198
0.8245693184008012,-0.08204351144092802,-10.0,1.4020000000000001,-10.0,1.0607151223537628,1.0339406071329984,0.0,-3.5300398828269923,4.137606803124241
0.7538804049014303,-0.0920503581179,-10.0,1.422,-10.0,1.141391418324626,1.0213760150634756,0.0,-3.5388220342717305,3.940354297266951
0.6829909936373824,-0.10223166742406924,-10.0,1.442,-10.0,1.21815112480264,1.0081542754024209,0.0,-3.5499464867720696,3.74578164013144
0.6118704874378214,-0.11251559947295942,-8.112033820032579,1.462,-10.0,1.29103113738039,0.9943512638637955,0.0,-3.5573905329833844,3.5478047615714257
0.5413971122836578,-0.12283266339417767,-2.563504359102268,1.482,-10.0,1.3591564928053188,0.9800373451033123,0.0,-3.4768194964374377,3.2619245712196356
0.4734766872142533,-0.13300304510802852,1.025552868495879,1.502,-10.0,1.420628610241474,0.9654697229456923,0.0,-3.312511309149029,2.8929624493846497
0.40942854556213426,-0.1427910431466683,3.1751964723372197,1.522,-10.0,1.4741463349510848,0.951156964124497,0.0,-3.096719302001321,2.473607488175194
0.35002364230519234,-0.1521425011961199,4.282250735009455,1.542,-10.0,1.5189627976230264,0.9375131229408321,0.0,-2.8528705168597948,2.0274696499641984
0.2956378065569236,-0.16113486684172437,4.647916462953731,1.562,-10.0,1.5547280180287775,0.9248258686348311,0.0,-2.59769566708265,1.571294054238699
0.24636767796954118,-0.16991924775766043,4.499357953901836,1.5819999999999999,-10.0,1.5813703245983897,0.9132665022108255,0.0,-2.342874949667322,1.1166729229780294
0.20211784692324208,-0.17867905909757256,4.0065637583278,1.6019999999999999,-10.0,1.599007695135616,0.9029060394662218,0.0,-2.0963064264277556,0.6713615135156854
0.1626658336840947,-0.18760254469544668,3.2955050682891027,1.6219999999999999,-10.0,1.6078820369067577,0.8937334368630029,0.0,-1.863080729066759,0.24028448537915104
0.12756519515800413,-0.19686588298775662,2.954348064188128,1.642,-5.7467274134811674,1.6086142020902114,0.8856731924766532,0.0,-1.6740479881593042,-0.114827690793599
0.09524669915022521,-0.20658934243981247,4.092463136297386,1.662,-1.7996987815445564,1.604318149894902,0.8785583168859983,0.0,-1.5715796615619977,-0.28490322247561184
0.06459674437617835,-0.2165471903828798,5.70360434516326,1.682,0.5312963115766678,1.5976752134067977,0.8718784124831374,0.0,-1.4992358821436638,-0.3656298344827571
0.03531456205592143,-0.22643038927409834,7.298732673575525,1.702,2.0985913253367627,1.5899118239529644,0.86527310934406,0.0,-1.4322337044596658,-0.40384208789654297
0.007397594997078372,-0.23603743884939413,8.700923855315512,1.722,3.245982938010883,1.5816460724998818,0.8586446129955392,0.0,-1.3621753426887326,-0.4190710793026797
-0.01906507771740884,-0.24523097838990143,9.856078615257413,1.742,4.118239582658312,1.5732351521170331,0.8520031262365033,0.0,-1.2869828952494444,-0.4200479611509491
-0.04401312908269439,-0.2539155988729705,10.0,1.762,4.678279110113515,1.564951694676398,0.8454017436488952,0.0,-1.213176512740036,-0.40561393937072365
-0.06756898710913006,-0.2620270135248557,10.0,1.782,4.904084397087516,1.5571241268681026,0.8388983445707989,0.0,-1.1464622820189345,-0.3771960758415791
-0.0898230735281107,-0.269532414395123,10.0,1.802,4.965419572997654,1.5499255460248742,0.8325107510143979,0.0,-1.0823511595845747,-0.3439984768236004
-0.11080147949893693,-0.2764290457484162,10.0,1.822,4.94987106948912,1.5433992773885619,0.8262645373655184,0.0,-1.018632058603089,-0.310466892903666
