rosbagTimestamp,layout,dim,data_offset,data
2422000000,,[],0,"[2.422, -0.2154793746605037, 0.1551780010423931, 0.7109694447340331, 1.5195273475372648, 0.0852382274618313, -0.5752900295498797, -0.31098841353013973, 0.0, 0.7868432040492269]"
2442000000,,[],0,"[2.442, -0.2124825469105236, 0.14491053649757984, 0.6149552785488233, 1.5211786984679012, 0.0800686439102414, -0.6380763354142616, -0.3099679774030434, 0.0, 0.787951238999283]"
2462000000,,[],0,"[2.462, -0.2096970076897975, 0.13411442986798341, 0.5508243109269451, 1.5227217504433215, 0.07445625190069519, -0.6810653417833379, -0.30900459356506427, 0.0, 0.7889862961512817]"
2483000000,,[],0,"[2.482, -0.20713097251686463, 0.12300995759272337, 0.5149878611008241, 1.5241492126875995, 0.06854738093622526, -0.7064573420707987, -0.3072700854653052, 0.0, 0.7908241846513839]"
2502000000,,[],0,"[2.502, -0.2047885291063185, 0.11179107932140618, 0.503969005417293, 1.5254565403509126, 0.06247125080621084, -0.7163861348601586, -0.3072700854653052, 0.0, 0.7908241846513839]"
2523000000,,[],0,"[2.5220000000000002, -0.20267015395021826, 0.1006264059495558, 0.5144352196961854, 1.5266415992270597, 0.0563406519047549, -0.7128988937589398, -0.30650557537816364, 0.0, 0.7916242782110803]"
2543000000,,[],0,"[2.542, -0.20077320713337787, 0.08966038874862503, 0.5432243943063852, 1.527704345434655, 0.05025275024258172, -0.6979400442012285, -0.3058116552727747, 0.0, 0.7923454682739117]"
2562000000,,[],0,"[2.5620000000000003, -0.19909240147509788, 0.07901468128715175, 0.5873647975771057, 1.5286465222612398, 0.04428998947800927, -0.6733388135495844, -0.30518839376808576, 0.0, 0.7929893133981117]"
2583000000,,[],0,"[2.582, -0.1976202430097036, 0.06878963025785334, 0.6440895655326351, 1.5294713758415694, 0.0385210647191767, -0.6408001171595679, -0.30463484370844596, 0.0, 0.7935582021746569]"
2602000000,,[],0,"[2.602, -0.19634744064926046, 0.05906585577009322, 0.7108462927516435, 1.530183390861728, 0.03300194526240046, -0.601898442328519, -0.3041491921452526, 0.0, 0.7940551922687719]"
2622000000,,[],0,"[2.622, -0.19526328361451561, 0.049905886043969776, 0.7853022838241408, 1.530788047049251, 0.02777692583123436, -0.5580743975330371, -0.3037289039411618, 0.0, 0.7944838668025844]"
2642000000,,[],0,"[2.642, -0.19435598587646652, 0.04135581569633393, 0.8653460080639164, 1.531291596825624, 0.0228796882412761, -0.5106336021913016, -0.3033708574024305, 0.0, 0.7948482070546546]"
2663000000,,[],0,"[2.662, -0.19361299742403837, 0.033446960885570816, 0.9490852742104927, 1.5317008641602818, 0.018334357719364258, -0.4607476049709014, -0.3030714706968513, 0.0, 0.7951524803301184]"
2683000000,,[],0,"[2.682, -0.19302128266697416, 0.02619748845428306, 1.0348426149778156, 1.532023064373253, 0.014156540318694816, -0.4094565333130795, -0.30282681815513657, 0.0, 0.795401141810509]"
2702000000,,[],0,"[2.702, -0.1925675667016904, 0.019613999844871974, 1.1211483405611844, 1.5322656443847515, 0.010354329981356884, -0.35767319407957743, -0.30263273587124606, 0.0, 0.7955987492029081]"
2723000000,,[],0,"[2.722, -0.1922385505163815, 0.013693053946554089, 1.2067316867645062, 1.5324361427021076, 0.006929275785543424, -0.30618836418918605, -0.30248491630459107, 0.0, 0.7957498890554178]"
2742000000,,[],0,"[2.742, -0.19202109649525845, 0.008422616154345803, 1.2905104503050602, 1.5325420682648163, 0.0038773017615797, -0.25567703003872566, -0.30237899183985717, 0.0, 0.7958591136752665]"
2763000000,,[],0,"[2.762, -0.19190238580584396, 0.003783423769804334, 1.3715794684856064, 1.5325907971343158, 0.0011895733665713342, -0.20670535489513142, -0.3023106074763605, 0.0, 0.7959308876657457]"
2782000000,,[],0,"[2.782, -0.19187004942307784, -0.00024973954580224814, 1.4491982663683345, 1.5325894859134328, -0.0011466937413488931, -0.1597381748165816, -0.30227548299825097, 0.0, 0.795969543180341]"
2803000000,,[],0,"[2.802, -0.19191227466508476, -0.003706865243622817, 1.5227781599190138, 1.5325450007082422, -0.003147485587446698, -0.11514684402644804, -0.3022694651207162, 0.0, 0.7959792430712322]"
2822000000,,[],0,"[2.822, -0.19201788919305418, -0.006621640211998828, 1.5918690709321837, 1.532463860399246, -0.004831304134282533, -0.07321727114639742, -0.3022885702178426, 0.0, 0.7959639511813092]"
2842000000,,[],0,"[2.842, -0.1921764244668802, -0.009030467082959532, 1.6561462765421808, 1.5323521929663313, -0.0062185445179203745, -0.03415800775865563, -0.302329018317804, 0.0, 0.7959274090922828]"
2863000000,,[],0,"[2.862, -0.19237816065416968, -0.010971584093152456, 1.715397286490905, 1.5322157036100057, -0.007330934925289046, 0.0018917308771904118, -0.30238725910382247, 0.0, 0.7958731186959282]"
2883000000,,[],0,"[2.882, -0.19261415496722822, -0.012484282741772506, 1.769509011566761, 1.532059653426928, -0.008191037957697598, 0.03485421484317186, -0.302459990688331, 0.0, 0.7958043300014227]"
2902000000,,[],0,"[2.902, -0.19287625535553143, -0.013608220374975851, 1.8184553601141573, 1.5318888474283776, -0.008821811638254401, 0.06470560271392145, -0.3025441719364301, 0.0, 0.7957240336302515]"
2923000000,,[],0,"[2.922, -0.19315710141379316, -0.014382823908690444, 1.8622853737225498, 1.5317076307331101, -0.009246227659249323, 0.09146866995717318, -0.30263702910642587, 0.0, 0.7956349574825928]"
2942000000,,[],0,"[2.942, -0.19345011428200198, -0.014846780166774588, 1.901111990800608, 1.5315198918191664, -0.009486944017562532, 0.1152059160453689, -0.3027360575532315, 0.0, 0.7955395670869294]"
2963000000,,[],0,"[2.9619999999999997, -0.19374947721710978, -0.015037607748402933, 1.9351015049011266, 1.531329071779953, -0.009566028834148225, 0.13601309335875555, -0.3028390192075605, 0.0, 0.7954400691693561]"
2983000000,,[],0,"[2.982, -0.19405010840973969, -0.014991304918325274, 1.964463765837543, 1.531138178596854, -0.009504731906190556, 0.1540131875094275, -0.30294393650293877, 0.0, 0.7953384180019126]"
3003000000,,[],0,"[3.002, -0.19434762750600765, -0.014742067736979482, 1.9894431556377157, 1.5309498055115442, -0.009323300365135758, 0.16935086979419367, -0.30304908337586406, 0.0, 0.7952363241113408]"
3022000000,,[],0,"[3.022, -0.1946383171769659, -0.014322072483583139, 2.010310353995237, 1.5307661526548477, -0.009040834723433479, 0.18218743057616393, -0.3031529739141081, 0.0, 0.7951352649517955]"
3043000000,,[],0,"[3.042, -0.1949190809585728, -0.013761316371862054, 2.027354897195366, 1.5305890511637257, -0.008675181558529168, 0.19269619769666235, -0.3032543491758288, 0.0, 0.7950364971678174]"
3062000000,,[],0,"[3.062, -0.19518739846524458, -0.01308751059236022, 2.0408785213030356, 1.5304199890928656, -0.008242859110392159, 0.20105843287083758, -0.30335216264939785, 0.0, 0.794941070097593]"
3083000000,,[],0,"[3.082, -0.19544127896182228, -0.012326019827903116, 2.0511892722606007, 1.5302601385010606, -0.0077590121422723545, 0.20745969771152062, -0.30344556477170853, 0.0, 0.7948498401914126]"
3103000000,,[],0,"[3.102, -0.19567921416349154, -0.011499842568476523, 2.0585963556955633, 1.53011038316449, -0.00723739252640631, 0.21208667190819597, -0.30353388687222516, 0.0, 0.7947634860461668]"
3123000000,,[],0,"[3.122, -0.19590013102207404, -0.010629626780903057, 2.063405694682352, 1.5299713464382725, -0.006690362165560647, 0.21512440411868283, -0.3036166248617888, 0.0, 0.7946825237835866]"
3142000000,,[],0,"[3.142, -0.1961033451510028, -0.009733715765447997, 2.0659161569701823, 1.5298434188536616, -0.006128915030187358, 0.21675397363587479, -0.30369342293975854, 0.0, 0.7946073225274115]"
3160000000,,[],0,"[3.162, -0.19628851544117243, -0.008828219336616159, 2.0664164098223026, 1.5297267851006895, -0.005562715286636065, 0.2171505355518022, -0.30376405755072083, 0.0, 0.7945381197624933]"
3183000000,,[],0,"[3.182, -0.19645560032596965, -0.007927105799247625, 2.065182358194839, 1.5296214501044139, -0.005000148694603511, 0.21648172464008297, -0.30382842178298486, 0.0, 0.7944750363865548]"
3202000000,,[],0,"[3.202, -0.19660481606692404, -0.007042310535497253, 2.062475119472218, 1.5295272639570294, -0.004448384673393406, 0.21490638716432642, -0.30388651036543585, 0.0, 0.7944180912926475]"
3222000000,,[],0,"[3.222, -0.1967365973514026, -0.006183857377349194, 2.058539487407529, 1.5294439455179054, -0.003913446653624335, 0.21257361396411767, -0.303938405387086, 0.0, 0.79436721534683]"
3242000000,,[],0,"[3.242, -0.19685156042107455, -0.005359989298645255, 2.053602837991697, 1.5293711045388507, -0.0034002885550415782, 0.2096220446807351, -0.3039842628347073, 0.0, 0.7943222646509907]"
3263000000,,[],0,"[3.262, -0.19695046888427026, -0.004577305315304427, 2.0478744301389185, 1.5293082622127718, -0.0029128754556220935, 0.2061794146278828, -0.30402430001818603, 0.0, 0.7942830330047068]"
3283000000,,[],0,"[3.282, -0.19703420230688895, -0.0038409008361048264, 2.0415450554665426, 1.5292548700803605, -0.0024542667276889153, 0.2023623171304223, -0.3040587839305212, 0.0, 0.79424926350237]"
3303000000,,[],0,"[3.302, -0.19710372762485928, -0.0031545090415418765, 2.0347869931509166, 1.5292103272616666, -0.00202670013303349, 0.19827615317264957, -0.3040880205695243, 0.0, 0.7942206592223244]"
3323000000,,[],0,"[3.322, -0.19716007337622, -0.002520641197160998, 2.0277542271685434, 1.5291739960074375, -0.0016316755633177882, 0.19401524420281646, -0.30411234523105907, 0.0, 0.794196892983348]"
3342000000,,[],0,"[3.342, -0.197204306712206, -0.0019407241125388858, 2.0205828865144326, 1.5291452155894296, -0.001270037309350267, 0.18966308148637978, -0.30413211376894933, 0.0, 0.7941776161603635]"
3363000000,,[],0,"[3.362, -0.19723751311410798, -0.0014152332502461906, 2.013391870920067, 1.529123314569241, -0.0009420539151240642, 0.1852926916997788, -0.3041476948041648, 0.0, 0.7941624665658031]"
3383000000,,[],0,"[3.382, -0.19726077871556935, -0.0009438202569813285, 2.0062836265415385, 1.5291076215023915, -0.0006474948446304827, 0.18096709536852273, -0.30415946285554646, 0.0, 0.7941510754155356]"
3403000000,,[],0,"[3.402, -0.197275175108099, -0.0005254339389650353, 1.9993450414860447, 1.5290974741481334, -0.0003857033402714607, 0.17673983997319453, -0.30416779235578795, 0.0, 0.7941430734088285]"
3423000000,,[],0,"[3.422, -0.19728174649044927, -0.00015843393189708893, 1.9926484298341762, 1.529092227266447, -0.00015566499291468533, 0.1726555893606374, -0.3041730525096081, 0.0, 0.7941380959604707]"
3443000000,,[],0,"[3.442, -0.19728149900972092, 0.00015930347946734296, 1.9862525800458997, 1.5290912590918389, 4.3928327056197924e-05, 0.1687507531196175, -0.30417560294578605, 0.0, 0.7941357876300914]"
3462000000,,[],0,"[3.462, -0.1972753921331103, 0.0004302877500959232, 1.9802038426378843, 1.529093976579471, 0.00021461941778371798, 0.16505414215668424, -0.3041757901108673, 0.0, 0.7941358057989671]"
3482000000,,[],0,"[3.482, -0.1972643318838454, 0.0006573248682250762, 1.9745372375196801, 1.5290998195227106, 0.0003581317074750859, 0.16158763745774962, -0.304173944349679, 0.0, 0.7941378236483994]"
3502000000,,[],0,"[3.502, -0.1972491657724298, 0.0008434366048021521, 1.9692775625269832, 1.5291082636430744, 0.0004763202779449083, 0.1583668607252342, -0.3041703776162676, 0.0, 0.7941415324961565]"
3523000000,,[],0,"[3.5220000000000002, -0.19723067925466076, 0.000991788146756055, 1.9644404876221877, 1.5291188227535732, 0.0005711279196560567, 0.15540183747502212, -0.304165381758237, 0.0, 0.7941466435487344]"
3543000000,,[],0,"[3.542, -0.19720959355044698, 0.0011056239357577658, 1.9600336216472947, 1.5291310500951978, 0.0006445461230931207, 0.15269764460121849, -0.30415922731771755, 0.0, 0.7941528891273768]"
3563000000,,[],0,"[3.5620000000000003, -0.19718656466198325, 0.0011882114459987286, 1.9560575408221759, 1.5291445389437692, 0.000698580855421117, 0.15025503542407392, -0.30415216279312174, 0.0, 0.794160023425117]"
3582000000,,[],0,"[3.582, -0.19716218343595404, 0.0012427925619505418, 1.9525067698345389, 1.5291589225808684, 0.0007352229264122811, 0.1480710368629623, -0.3041444143073972, 0.0, 0.7941678228506601]"
3603000000,,[],0,"[3.602, -0.1971369765218416, 0.001272542160155823, 1.9493707090740386, 1.5291738737182383, 0.0007564227105372526, 0.1461395140512245, -0.3041361856305242, 0.0, 0.7941760860128744]"
3623000000,,[],0,"[3.622, -0.19711140808682526, 0.0012805334539081471, 1.9466345021680986, 1.5291891034600962, 0.0007640689662540326, 0.14445169985872752, -0.30412765850648094, 0.0, 0.7941846333971015]"
3642000000,,[],0,"[3.642, -0.19708588215691858, 0.001269709629727427, 1.944279840631502, 1.5292043598823728, 0.0007599714701842844, 0.1429966860079901, -0.3041189932376619, 0.0, 0.7941933067815842]"
3663000000,,[],0,"[3.662, -0.19706074546365926, 0.0012428612823419075, 1.9422857031584861, 1.529219426302106, 0.0007458471732509277, 0.14176187507732863, -0.30411032948277855, 0.0, 0.7942019684390748]"
3683000000,,[],0,"[3.682, -0.1970362906856611, 0.0012026091445455438, 1.9406290284368133, 1.5292341193042729, 0.0007233095764415552, 0.14073339231615023, -0.30410178722745906, 0.0, 0.794210500165321]"
3703000000,,[],0,"[3.702, -0.1970127599844531, 0.0011513916063639956, 1.9392853218223927, 1.5292482865872579, 0.0006938610216814878, 0.13989645732221945, -0.3040934678900799, 0.0, 0.7942188021725864]"
3723000000,,[],0,"[3.722, -0.19699034874407317, 0.0010914565213728724, 1.938229196167729, 1.5292618046820659, 0.0006588875968375897, 0.13923571588190242, -0.3040854555287166, 0.0, 0.7942267918828354]"
3742000000,,[],0,"[3.742, -0.19696920943387397, 0.00102485681109497, 1.9374348493224502, 1.5292745765944726, 0.0006196563580789902, 0.1387355333343443, -0.3040778181184613, 0.0, 0.7942344026516752]"
3762000000,,[],0,"[3.762, -0.19694945552355847, 0.000953449392936432, 1.9368764800081095, 1.5292865294134081, 0.0005773145838440148, 0.13838025033789947, -0.3040706088716663, 0.0, 0.794241582450679]"
3782000000,,[],0,"[3.782, -0.19693116538878197, 0.0008788969792110207, 1.9365286452695862, 1.529297611923317, 0.0005328907855463641, 0.13815440327915596, -0.3040638675769055, 0.0, 0.7942482925323647]"
3802000000,,[],0,"[3.802, -0.19691438615444667, 0.0008026723176059783, 1.9363665625921733, 1.5293077922528653, 0.0004872972151460839, 0.13804291083836517, -0.3040576219355572, 0.0, 0.7942545060988856]"
3823000000,,[],0,"[3.822, -0.19689913743112708, 0.0007260644708765264, 1.9363663605552972, 1.5293170555873443, 0.00044133362493292824, 0.13803122901592246, -0.3040518888778905, 0.0, 0.794260206992438]"
3843000000,,[],0,"[3.842, -0.19688541490781652, 0.0006501867615963199, 1.9365052814103834, 1.529325401967383, 0.00039569205180469726, 0.13810547702348686, -0.3040466758433406, 0.0, 0.7942653884225327]"
3863000000,,[],0,"[3.862, -0.19687319377138213, 0.000575986037333171, 1.9367618397971853, 1.5293328441922522, 0.000350962416471473, 0.13825253629677903, -0.30404198201229815, 0.0, 0.7942700517426053]"
3882000000,,[],0,"[3.882, -0.19686243192963282, 0.0005042529417606106, 1.9371159416553319, 1.529339405841979, 0.00030763874605404834, 0.13846012489793225, -0.3040377994791714, 0.0, 0.7942742052859851]"
